Red,Green,Blue,Main Color
140,10,110,Purple
140,10,120,Purple
140,10,130,Purple
140,10,140,Purple
140,10,150,Purple
140,10,160,Purple
140,10,170,Purple
140,10,180,Purple
140,10,190,Purple
140,10,200,Purple
140,10,210,Purple
140,10,220,Purple
140,10,230,Purple
140,10,240,Purple
140,10,250,Purple
140,20,0,Brown
140,20,10,Brown
140,20,20,Brown
140,20,30,Brown
140,20,40,Brown
140,20,50,Brown
140,20,60,Brown
140,20,70,Purple
140,20,80,Purple
140,20,90,Purple
140,20,100,Purple
140,20,110,Purple
140,20,120,Purple
140,20,130,Purple
140,20,140,Purple
140,20,150,Purple
140,20,160,Purple
140,20,170,Purple
140,20,180,Purple
140,20,190,Purple
140,20,200,Purple
140,20,210,Purple
140,20,220,Purple
140,20,230,Purple
140,20,240,Purple
140,20,250,Purple
140,30,0,Brown
140,30,10,Brown
140,30,20,Brown
140,30,30,Brown
140,30,40,Brown
140,30,50,Brown
140,30,60,Brown
140,30,70,Brown
140,30,80,Purple
140,30,90,Purple
140,30,100,Purple
140,30,110,Purple
140,30,120,Purple
140,30,130,Purple
140,30,140,Purple
140,30,150,Purple
140,30,160,Purple
140,30,170,Purple
140,30,180,Purple
140,30,190,Purple
140,30,200,Purple
140,30,210,Purple
140,30,220,Purple
140,30,230,Purple
140,30,240,Purple
140,30,250,Purple
140,40,0,Brown
140,40,10,Brown
140,40,20,Brown
140,40,30,Brown
140,40,40,Brown
140,40,50,Brown
140,40,60,Brown
140,40,70,Brown
140,40,80,Purple
140,40,90,Purple
140,40,100,Purple
140,40,110,Purple
140,40,120,Purple
140,40,130,Purple
140,40,140,Purple
140,40,150,Purple
140,40,160,Purple
140,40,170,Purple
140,40,180,Purple
140,40,190,Purple
140,40,200,Purple
140,40,210,Purple
140,40,220,Purple
140,40,230,Purple
140,40,240,Purple
140,40,250,Purple
140,50,0,Brown
140,50,10,Brown
140,50,20,Brown
140,50,30,Brown
140,50,40,Brown
140,50,50,Brown
140,50,60,Brown
140,50,70,Brown
140,50,80,Brown
140,50,90,Purple
140,50,100,Purple
140,50,110,Purple
140,50,120,Purple
140,50,130,Purple
140,50,140,Purple
140,50,150,Purple
140,50,160,Purple
140,50,170,Purple
140,50,180,Purple
140,50,190,Purple
140,50,200,Purple
140,50,210,Purple
140,50,220,Purple
140,50,230,Purple
140,50,240,Purple
140,50,250,Purple
140,60,0,Brown
140,60,10,Brown
140,60,20,Brown
140,60,30,Brown
140,60,40,Brown
140,60,50,Brown
140,60,60,Brown
140,60,70,Brown
140,60,80,Brown
140,60,90,Brown
140,60,100,Purple
140,60,110,Purple
140,60,120,Purple
140,60,130,Purple
140,60,140,Purple
140,60,150,Purple
140,60,160,Purple
140,60,170,Purple
140,60,180,Purple
140,60,190,Purple
140,60,200,Purple
140,60,210,Purple
140,60,220,Purple
140,60,230,Purple
140,60,240,Purple
140,60,250,Purple
140,70,0,Brown
140,70,10,Brown
140,70,20,Brown
140,70,30,Brown
140,70,40,Brown
140,70,50,Brown
140,70,60,Brown
140,70,70,Brown
140,70,80,Brown
140,70,90,Brown
140,70,100,Purple
140,70,110,Purple
140,70,120,Purple
140,70,130,Purple
140,70,140,Purple
140,70,150,Purple
140,70,160,Purple
140,70,170,Purple
140,70,180,Purple
140,70,190,Purple
140,70,200,Purple
140,70,210,Purple
140,70,220,Purple
140,70,230,Purple
140,70,240,Purple
140,70,250,Purple
140,80,0,Brown
140,80,10,Brown
140,80,20,Brown
140,80,30,Brown
140,80,40,Brown
140,80,50,Brown
140,80,60,Brown
140,80,70,Brown
140,80,80,Brown
140,80,90,Brown
140,80,100,Brown
140,80,110,Purple
140,80,120,Purple
140,80,130,Purple
140,80,140,Purple
140,80,150,Purple
140,80,160,Purple
140,80,170,Purple
140,80,180,Purple
140,80,190,Purple
140,80,200,Purple
140,80,210,Purple
140,80,220,Purple
140,80,230,Purple
140,80,240,Purple
140,80,250,Purple
140,90,0,Brown
140,90,10,Brown
140,90,20,Brown
140,90,30,Brown
140,90,40,Brown
140,90,50,Brown
140,90,60,Brown
140,90,70,Brown
140,90,80,Brown
140,90,90,Brown
140,90,100,Brown
140,90,110,Purple
140,90,120,Purple
140,90,130,Purple
140,90,140,Purple
140,90,150,Purple
140,90,160,Purple
140,90,170,Purple
140,90,180,Purple
140,90,190,Purple
140,90,200,Purple
140,90,210,Purple
140,90,220,Purple
140,90,230,Purple
140,90,240,Purple
140,90,250,Purple
140,100,0,Brown
140,100,10,Brown
140,100,20,Brown
140,100,30,Brown
140,100,40,Brown
140,100,50,Brown
140,100,60,Brown
140,100,70,Brown
140,100,80,Brown
140,100,90,Brown
140,100,100,Brown
140,100,110,Brown
140,100,120,Purple
140,100,130,Purple
140,100,140,Purple
140,100,150,Purple
140,100,160,Purple
140,100,170,Purple
140,100,180,Purple
140,100,190,Purple
140,100,200,Purple
140,100,210,Purple
140,100,220,Purple
140,100,230,Purple
140,100,240,Purple
140,100,250,Pink
140,110,0,Brown
140,110,10,Brown
140,110,20,Brown
140,110,30,Brown
140,110,40,Brown
140,110,50,Brown
140,110,60,Brown
140,110,70,Brown
140,110,80,Brown
140,110,90,Brown
140,110,100,Brown
140,110,110,Brown
140,110,120,Brown
140,110,130,Purple
140,110,140,Purple
140,110,150,Purple
140,110,160,Purple
140,110,170,Purple
140,110,180,Purple
140,110,190,Purple
140,110,200,Purple
140,110,210,Purple
140,110,220,Pink
140,110,230,Pink
140,110,240,Pink
140,110,250,Pink
140,120,0,Brown
140,120,10,Brown
140,120,20,Brown
140,120,30,Brown
140,120,40,Brown
140,120,50,Brown
140,120,60,Brown
140,120,70,Brown
140,120,80,Brown
140,120,90,Brown
140,120,100,Brown
140,120,110,Brown
140,120,120,Brown
140,120,130,Purple
140,120,140,Purple
140,120,150,Purple
140,120,160,Purple
140,120,170,Purple
140,120,180,Purple
140,120,190,Purple
140,120,200,Pink
140,120,210,Pink
140,120,220,Pink
140,120,230,Pink
140,120,240,Pink
140,120,250,Pink
140,130,0,Brown
140,130,10,Brown
140,130,20,Brown
140,130,30,Brown
140,130,40,Brown
140,130,50,Brown
140,130,60,Brown
140,130,70,Brown
140,130,80,Brown
140,130,90,Brown
140,130,100,Brown
140,130,110,Brown
140,130,120,Brown
140,130,130,Brown
140,130,140,Purple
140,130,150,Purple
140,130,160,Purple
140,130,170,Pink
140,130,180,Pink
140,130,190,Pink
140,130,200,Pink
140,130,210,Pink
140,130,220,Pink
140,130,230,Pink
140,130,240,Pink
140,130,250,Pink
140,140,0,Brown
140,140,10,Brown
140,140,20,Brown
140,140,30,Brown
140,140,40,Brown
140,140,50,Brown
140,140,60,Brown
140,140,70,Brown
140,140,80,Brown
140,140,90,Brown
140,140,100,Brown
140,140,110,Brown
140,140,120,Brown
140,140,130,Brown
140,140,140,Brown
140,140,150,Pink
140,140,160,Pink
140,140,170,Pink
140,140,180,Pink
140,140,190,Pink
140,140,200,Pink
140,140,210,Pink
140,140,220,Pink
140,140,230,Pink
140,140,240,Pink
140,140,250,Pink
140,150,0,Brown
140,150,10,Brown
140,150,20,Brown
140,150,30,Brown
140,150,40,Brown
140,150,50,Brown
140,150,60,Brown
140,150,70,Brown
140,150,80,Brown
140,150,90,Brown
140,150,100,Brown
140,150,110,Brown
140,150,120,Brown
140,150,130,Brown
140,150,140,Pink
140,150,150,Pink
140,150,160,Pink
140,150,170,Pink
140,150,180,Pink
140,150,190,Pink
140,150,200,Pink
140,150,210,Pink
140,150,220,Pink
140,150,230,Pink
140,150,240,Pink
140,150,250,Pink
140,160,0,Brown
140,160,10,Brown
140,160,20,Brown
140,160,30,Brown
140,160,40,Brown
140,160,50,Brown
140,160,60,Brown
140,160,70,Brown
140,160,80,Brown
140,160,90,Brown
140,160,100,Brown
140,160,110,Brown
140,160,120,Brown
140,160,130,Pink
140,160,140,Pink
140,160,150,Pink
140,160,160,Pink
140,160,170,Pink
140,160,180,Pink
140,160,190,Pink
140,160,200,Pink
140,160,210,Pink
140,160,220,Pink
140,160,230,Pink
140,160,240,Pink
140,160,250,Pink
140,170,0,Brown
140,170,10,Brown
140,170,20,Brown
140,170,30,Brown
140,170,40,Brown
140,170,50,Brown
140,170,60,Brown
140,170,70,Brown
140,170,80,Brown
140,170,90,Brown
140,170,100,Brown
140,170,110,Brown
140,170,120,Brown
140,170,130,Pink
140,170,140,Pink
140,170,150,Pink
140,170,160,Pink
140,170,170,Pink
140,170,180,Pink
140,170,190,Pink
140,170,200,Pink
140,170,210,Pink
140,170,220,Pink
140,170,230,Pink
140,170,240,Pink
140,170,250,Pink
140,180,0,Brown
140,180,10,Brown
140,180,20,Brown
140,180,30,Brown
140,180,40,Brown
140,180,50,Brown
140,180,60,Brown
140,180,70,Brown
140,180,80,Brown
140,180,90,Brown
140,180,100,Brown
140,180,110,Brown
140,180,120,Pink
140,180,130,Pink
140,180,140,Pink
140,180,150,Pink
140,180,160,Pink
140,180,170,Pink
140,180,180,Pink
140,180,190,Pink
140,180,200,Pink
140,180,210,Pink
140,180,220,Pink
140,180,230,Pink
140,180,240,Pink
140,180,250,Pink
140,190,0,Orange
140,190,10,Orange
140,190,20,Orange
140,190,30,Orange
140,190,40,Brown
140,190,50,Brown
140,190,60,Brown
140,190,70,Brown
140,190,80,Brown
140,190,90,Brown
140,190,100,Brown
140,190,110,Pink
140,190,120,Pink
140,190,130,Pink
140,190,140,Pink
140,190,150,Pink
140,190,160,Pink
140,190,170,Pink
140,190,180,Pink
140,190,190,Pink
140,190,200,Pink
140,190,210,Pink
140,190,220,Pink
140,190,230,Pink
140,190,240,Pink
140,190,250,Pink
140,200,0,Orange
140,200,10,Orange
140,200,20,Orange
140,200,30,Orange
140,200,40,Orange
140,200,50,Orange
140,200,60,Orange
140,200,70,Orange
140,200,80,Orange
140,200,90,Brown
140,200,100,Brown
140,200,110,Pink
140,200,120,Pink
140,200,130,Pink
140,200,140,Pink
140,200,150,Pink
140,200,160,Pink
140,200,170,Pink
140,200,180,Pink
140,200,190,Pink
140,200,200,Pink
140,200,210,Pink
140,200,220,Pink
140,200,230,Pink
140,200,240,Pink
140,200,250,Pink
140,210,0,Yellow
140,210,10,Yellow
140,210,20,Yellow
140,210,30,Yellow
140,210,40,Yellow
140,210,50,Yellow
140,210,60,Yellow
140,210,70,Yellow
140,210,80,Yellow
140,210,90,Yellow
140,210,100,Pink
140,210,110,Pink
140,210,120,Pink
140,210,130,Pink
140,210,140,Pink
140,210,150,Pink
140,210,160,Pink
140,210,170,Pink
140,210,180,Pink
140,210,190,Pink
140,210,200,Pink
140,210,210,Pink
140,210,220,Pink
140,210,230,Pink
140,210,240,Pink
140,210,250,White
140,220,0,Yellow
140,220,10,Yellow
140,220,20,Yellow
140,220,30,Yellow
140,220,40,Yellow
140,220,50,Yellow
140,220,60,Yellow
140,220,70,Yellow
140,220,80,Yellow
140,220,90,Yellow
140,220,100,Yellow
140,220,110,Pink
140,220,120,Pink
140,220,130,Pink
140,220,140,Pink
140,220,150,Pink
140,220,160,Pink
140,220,170,Pink
140,220,180,Pink
140,220,190,Pink
140,220,200,Pink
140,220,210,Pink
140,220,220,Pink
140,220,230,Pink
140,220,240,White
140,220,250,White
140,230,0,Yellow
140,230,10,Yellow
140,230,20,Yellow
140,230,30,Yellow
140,230,40,Yellow
140,230,50,Yellow
140,230,60,Yellow
140,230,70,Yellow
140,230,80,Yellow
140,230,90,Yellow
140,230,100,Yellow
140,230,110,Pink
140,230,120,Pink
140,230,130,Pink
140,230,140,Pink
140,230,150,Pink
140,230,160,Pink
140,230,170,Pink
140,230,180,Pink
140,230,190,Pink
140,230,200,Pink
140,230,210,Pink
140,230,220,Pink
140,230,230,White
140,230,240,White
140,230,250,White
140,240,0,Yellow
140,240,10,Yellow
140,240,20,Yellow
140,240,30,Yellow
140,240,40,Yellow
140,240,50,Yellow
140,240,60,Yellow
140,240,70,Yellow
140,240,80,Yellow
140,240,90,Yellow
140,240,100,Yellow
140,240,110,Pink
140,240,120,Pink
140,240,130,Pink
140,240,140,Pink
140,240,150,Pink
140,240,160,Pink
140,240,170,Pink
140,240,180,Pink
140,240,190,Pink
140,240,200,Pink
140,240,210,White
140,240,220,White
140,240,230,White
140,240,240,White
140,240,250,White
140,250,0,Yellow
140,250,10,Yellow
140,250,20,Yellow
140,250,30,Yellow
140,250,40,Yellow
140,250,50,Yellow
140,250,60,Yellow
140,250,70,Yellow
140,250,80,Yellow
140,250,90,Yellow
140,250,100,Yellow
140,250,110,Pink
140,250,120,Pink
140,250,130,Pink
140,250,140,Pink
140,250,150,Pink
140,250,160,Pink
140,250,170,Pink
140,250,180,Pink
140,250,190,Pink
140,250,200,White
140,250,210,White
140,250,220,White
140,250,230,White
140,250,240,White
140,250,250,White
150,0,0,Brown
150,0,10,Brown
150,0,20,Brown
150,0,30,Brown
150,0,40,Brown
150,0,50,Brown
150,0,60,Purple
150,0,70,Purple
150,0,80,Purple
150,0,90,Purple
150,0,100,Purple
150,0,110,Purple
150,0,120,Purple
150,0,130,Purple
150,0,140,Purple
150,0,150,Purple
150,0,160,Purple
150,0,170,Purple
150,0,180,Purple
150,0,190,Purple
150,0,200,Purple
150,0,210,Purple
150,0,220,Purple
150,0,230,Purple
150,0,240,Purple
150,0,250,Purple
150,10,0,Brown
150,10,10,Brown
150,10,20,Brown
150,10,30,Brown
150,10,40,Brown
150,10,50,Brown
150,10,60,Purple
150,10,70,Purple
150,10,80,Purple
150,10,90,Purple
150,10,100,Purple
150,10,110,Purple
150,10,120,Purple
150,10,130,Purple
150,10,140,Purple
150,10,150,Purple
150,10,160,Purple
150,10,170,Purple
150,10,180,Purple
150,10,190,Purple
150,10,200,Purple
150,10,210,Purple
150,10,220,Purple
150,10,230,Purple
150,10,240,Purple
150,10,250,Purple
150,20,0,Brown
150,20,10,Brown
150,20,20,Brown
150,20,30,Brown
150,20,40,Brown
150,20,50,Brown
150,20,60,Brown
150,20,70,Purple
150,20,80,Purple
150,20,90,Purple
150,20,100,Purple
150,20,110,Purple
150,20,120,Purple
150,20,130,Purple
150,20,140,Purple
150,20,150,Purple
150,20,160,Purple
150,20,170,Purple
150,20,180,Purple
150,20,190,Purple
150,20,200,Purple
150,20,210,Purple
150,20,220,Purple
150,20,230,Purple
150,20,240,Purple
150,20,250,Purple
150,30,0,Brown
150,30,10,Brown
150,30,20,Brown
150,30,30,Brown
150,30,40,Brown
150,30,50,Brown
150,30,60,Brown
150,30,70,Brown
150,30,80,Purple
150,30,90,Purple
150,30,100,Purple
150,30,110,Purple
150,30,120,Purple
150,30,130,Purple
150,30,140,Purple
150,30,150,Purple
150,30,160,Purple
150,30,170,Purple
150,30,180,Purple
150,30,190,Purple
150,30,200,Purple
150,30,210,Purple
150,30,220,Purple
150,30,230,Purple
150,30,240,Purple
150,30,250,Purple
150,40,0,Brown
150,40,10,Brown
150,40,20,Brown
150,40,30,Brown
150,40,40,Brown
150,40,50,Brown
150,40,60,Brown
150,40,70,Brown
150,40,80,Purple
150,40,90,Purple
150,40,100,Purple
150,40,110,Purple
150,40,120,Purple
150,40,130,Purple
150,40,140,Purple
150,40,150,Purple
150,40,160,Purple
150,40,170,Purple
150,40,180,Purple
150,40,190,Purple
150,40,200,Purple
150,40,210,Purple
150,40,220,Purple
150,40,230,Purple
150,40,240,Purple
150,40,250,Purple
150,50,0,Brown
150,50,10,Brown
150,50,20,Brown
150,50,30,Brown
150,50,40,Brown
150,50,50,Brown
150,50,60,Brown
150,50,70,Brown
150,50,80,Brown
150,50,90,Purple
150,50,100,Purple
150,50,110,Purple
150,50,120,Purple
150,50,130,Purple
150,50,140,Purple
150,50,150,Purple
150,50,160,Purple
150,50,170,Purple
150,50,180,Purple
150,50,190,Purple
150,50,200,Purple
150,50,210,Purple
150,50,220,Purple
150,50,230,Purple
150,50,240,Purple
150,50,250,Purple
150,60,0,Brown
150,60,10,Brown
150,60,20,Brown
150,60,30,Brown
150,60,40,Brown
150,60,50,Brown
150,60,60,Brown
150,60,70,Brown
150,60,80,Brown
150,60,90,Brown
150,60,100,Purple
150,60,110,Purple
150,60,120,Purple
150,60,130,Purple
150,60,140,Purple
150,60,150,Purple
150,60,160,Purple
150,60,170,Purple
150,60,180,Purple
150,60,190,Purple
150,60,200,Purple
150,60,210,Purple
150,60,220,Purple
150,60,230,Purple
150,60,240,Purple
150,60,250,Purple
150,70,0,Brown
150,70,10,Brown
150,70,20,Brown
150,70,30,Brown
150,70,40,Brown
150,70,50,Brown
150,70,60,Brown
150,70,70,Brown
150,70,80,Brown
150,70,90,Brown
150,70,100,Purple
150,70,110,Purple
150,70,120,Purple
150,70,130,Purple
150,70,140,Purple
150,70,150,Purple
150,70,160,Purple
150,70,170,Purple
150,70,180,Purple
150,70,190,Purple
150,70,200,Purple
150,70,210,Purple
150,70,220,Purple
150,70,230,Purple
150,70,240,Purple
150,70,250,Purple
150,80,0,Brown
150,80,10,Brown
150,80,20,Brown
150,80,30,Brown
150,80,40,Brown
150,80,50,Brown
150,80,60,Brown
150,80,70,Brown
150,80,80,Brown
150,80,90,Brown
150,80,100,Brown
150,80,110,Purple
150,80,120,Purple
150,80,130,Purple
150,80,140,Purple
150,80,150,Purple
150,80,160,Purple
150,80,170,Purple
150,80,180,Purple
150,80,190,Purple
150,80,200,Purple
150,80,210,Purple
150,80,220,Purple
150,80,230,Purple
150,80,240,Purple
150,80,250,Purple
150,90,0,Brown
150,90,10,Brown
150,90,20,Brown
150,90,30,Brown
150,90,40,Brown
150,90,50,Brown
150,90,60,Brown
150,90,70,Brown
150,90,80,Brown
150,90,90,Brown
150,90,100,Brown
150,90,110,Brown
150,90,120,Purple
150,90,130,Purple
150,90,140,Purple
150,90,150,Purple
150,90,160,Purple
150,90,170,Purple
150,90,180,Purple
150,90,190,Purple
150,90,200,Purple
150,90,210,Purple
150,90,220,Purple
150,90,230,Purple
150,90,240,Purple
150,90,250,Purple
150,100,0,Brown
150,100,10,Brown
150,100,20,Brown
150,100,30,Brown
150,100,40,Brown
150,100,50,Brown
150,100,60,Brown
150,100,70,Brown
150,100,80,Brown
150,100,90,Brown
150,100,100,Brown
150,100,110,Brown
150,100,120,Purple
150,100,130,Purple
150,100,140,Purple
150,100,150,Purple
150,100,160,Purple
150,100,170,Purple
150,100,180,Purple
150,100,190,Purple
150,100,200,Purple
150,100,210,Purple
150,100,220,Purple
150,100,230,Pink
150,100,240,Pink
150,100,250,Pink
150,110,0,Brown
150,110,10,Brown
150,110,20,Brown
150,110,30,Brown
150,110,40,Brown
150,110,50,Brown
150,110,60,Brown
150,110,70,Brown
150,110,80,Brown
150,110,90,Brown
150,110,100,Brown
150,110,110,Brown
150,110,120,Brown
150,110,130,Purple
150,110,140,Purple
150,110,150,Purple
150,110,160,Purple
150,110,170,Purple
150,110,180,Purple
150,110,190,Purple
150,110,200,Pink
150,110,210,Pink
150,110,220,Pink
150,110,230,Pink
150,110,240,Pink
150,110,250,Pink
150,120,0,Brown
150,120,10,Brown
150,120,20,Brown
150,120,30,Brown
150,120,40,Brown
150,120,50,Brown
150,120,60,Brown
150,120,70,Brown
150,120,80,Brown
150,120,90,Brown
150,120,100,Brown
150,120,110,Brown
150,120,120,Brown
150,120,130,Purple
150,120,140,Purple
150,120,150,Purple
150,120,160,Purple
150,120,170,Purple
150,120,180,Pink
150,120,190,Pink
150,120,200,Pink
150,120,210,Pink
150,120,220,Pink
150,120,230,Pink
150,120,240,Pink
150,120,250,Pink
150,130,0,Brown
150,130,10,Brown
150,130,20,Brown
150,130,30,Brown
150,130,40,Brown
150,130,50,Brown
150,130,60,Brown
150,130,70,Brown
150,130,80,Brown
150,130,90,Brown
150,130,100,Brown
150,130,110,Brown
150,130,120,Brown
150,130,130,Brown
150,130,140,Purple
150,130,150,Pink
150,130,160,Pink
150,130,170,Pink
150,130,180,Pink
150,130,190,Pink
150,130,200,Pink
150,130,210,Pink
150,130,220,Pink
150,130,230,Pink
150,130,240,Pink
150,130,250,Pink
150,140,0,Brown
150,140,10,Brown
150,140,20,Brown
150,140,30,Brown
150,140,40,Brown
150,140,50,Brown
150,140,60,Brown
150,140,70,Brown
150,140,80,Brown
150,140,90,Brown
150,140,100,Brown
150,140,110,Brown
150,140,120,Brown
150,140,130,Brown
150,140,140,Pink
150,140,150,Pink
150,140,160,Pink
150,140,170,Pink
150,140,180,Pink
150,140,190,Pink
150,140,200,Pink
150,140,210,Pink
150,140,220,Pink
150,140,230,Pink
150,140,240,Pink
150,140,250,Pink
150,150,0,Brown
150,150,10,Brown
150,150,20,Brown
150,150,30,Brown
150,150,40,Brown
150,150,50,Brown
150,150,60,Brown
150,150,70,Brown
150,150,80,Brown
150,150,90,Brown
150,150,100,Brown
150,150,110,Brown
150,150,120,Brown
150,150,130,Pink
150,150,140,Pink
150,150,150,Pink
150,150,160,Pink
150,150,170,Pink
150,150,180,Pink
150,150,190,Pink
150,150,200,Pink
150,150,210,Pink
150,150,220,Pink
150,150,230,Pink
150,150,240,Pink
150,150,250,Pink
150,160,0,Brown
150,160,10,Brown
150,160,20,Brown
150,160,30,Brown
150,160,40,Brown
150,160,50,Brown
150,160,60,Brown
150,160,70,Brown
150,160,80,Brown
150,160,90,Brown
150,160,100,Brown
150,160,110,Brown
150,160,120,Brown
150,160,130,Pink
150,160,140,Pink
150,160,150,Pink
150,160,160,Pink
150,160,170,Pink
150,160,180,Pink
150,160,190,Pink
150,160,200,Pink
150,160,210,Pink
150,160,220,Pink
150,160,230,Pink
150,160,240,Pink
150,160,250,Pink
150,170,0,Brown
150,170,10,Brown
150,170,20,Brown
150,170,30,Brown
150,170,40,Brown
150,170,50,Brown
150,170,60,Brown
150,170,70,Brown
150,170,80,Brown
150,170,90,Brown
150,170,100,Brown
150,170,110,Brown
150,170,120,Pink
150,170,130,Pink
150,170,140,Pink
150,170,150,Pink
150,170,160,Pink
150,170,170,Pink
150,170,180,Pink
150,170,190,Pink
150,170,200,Pink
150,170,210,Pink
150,170,220,Pink
150,170,230,Pink
150,170,240,Pink
150,170,250,Pink
150,180,0,Orange
150,180,10,Orange
150,180,20,Orange
150,180,30,Orange
150,180,40,Orange
150,180,50,Brown
150,180,60,Brown
150,180,70,Brown
150,180,80,Brown
150,180,90,Brown
150,180,100,Brown
150,180,110,Pink
150,180,120,Pink
150,180,130,Pink
150,180,140,Pink
150,180,150,Pink
150,180,160,Pink
150,180,170,Pink
150,180,180,Pink
150,180,190,Pink
150,180,200,Pink
150,180,210,Pink
150,180,220,Pink
150,180,230,Pink
150,180,240,Pink
150,180,250,Pink
150,190,0,Orange
150,190,10,Orange
150,190,20,Orange
150,190,30,Orange
150,190,40,Orange
150,190,50,Orange
150,190,60,Orange
150,190,70,Orange
150,190,80,Orange
150,190,90,Orange
150,190,100,Brown
150,190,110,Pink
150,190,120,Pink
150,190,130,Pink
150,190,140,Pink
150,190,150,Pink
150,190,160,Pink
150,190,170,Pink
150,190,180,Pink
150,190,190,Pink
150,190,200,Pink
150,190,210,Pink
150,190,220,Pink
150,190,230,Pink
150,190,240,Pink
150,190,250,Pink
150,200,0,Orange
150,200,10,Orange
150,200,20,Orange
150,200,30,Orange
150,200,40,Orange
150,200,50,Orange
150,200,60,Orange
150,200,70,Orange
150,200,80,Orange
150,200,90,Orange
150,200,100,Pink
150,200,110,Pink
150,200,120,Pink
150,200,130,Pink
150,200,140,Pink
150,200,150,Pink
150,200,160,Pink
150,200,170,Pink
150,200,180,Pink
150,200,190,Pink
150,200,200,Pink
150,200,210,Pink
150,200,220,Pink
150,200,230,Pink
150,200,240,Pink
150,200,250,Pink
150,210,0,Yellow
150,210,10,Yellow
150,210,20,Yellow
150,210,30,Yellow
150,210,40,Yellow
150,210,50,Yellow
150,210,60,Yellow
150,210,70,Yellow
150,210,80,Yellow
150,210,90,Yellow
150,210,100,Pink
150,210,110,Pink
150,210,120,Pink
150,210,130,Pink
150,210,140,Pink
150,210,150,Pink
150,210,160,Pink
150,210,170,Pink
150,210,180,Pink
150,210,190,Pink
150,210,200,Pink
150,210,210,Pink
150,210,220,Pink
150,210,230,Pink
150,210,240,Pink
150,210,250,White
150,220,0,Yellow
150,220,10,Yellow
150,220,20,Yellow
150,220,30,Yellow
150,220,40,Yellow
150,220,50,Yellow
150,220,60,Yellow
150,220,70,Yellow
150,220,80,Yellow
150,220,90,Yellow
150,220,100,Yellow
150,220,110,Pink
150,220,120,Pink
150,220,130,Pink
150,220,140,Pink
150,220,150,Pink
150,220,160,Pink
150,220,170,Pink
150,220,180,Pink
150,220,190,Pink
150,220,200,Pink
150,220,210,Pink
150,220,220,Pink
150,220,230,Pink
150,220,240,White
150,220,250,White
150,230,0,Yellow
150,230,10,Yellow
150,230,20,Yellow
150,230,30,Yellow
150,230,40,Yellow
150,230,50,Yellow
150,230,60,Yellow
150,230,70,Yellow
150,230,80,Yellow
150,230,90,Yellow
150,230,100,Yellow
150,230,110,Pink
150,230,120,Pink
150,230,130,Pink
150,230,140,Pink
150,230,150,Pink
150,230,160,Pink
150,230,170,Pink
150,230,180,Pink
150,230,190,Pink
150,230,200,Pink
150,230,210,Pink
150,230,220,Pink
150,230,230,White
150,230,240,White
150,230,250,White
150,240,0,Yellow
150,240,10,Yellow
150,240,20,Yellow
150,240,30,Yellow
150,240,40,Yellow
150,240,50,Yellow
150,240,60,Yellow
150,240,70,Yellow
150,240,80,Yellow
150,240,90,Yellow
150,240,100,Yellow
150,240,110,Pink
150,240,120,Pink
150,240,130,Pink
150,240,140,Pink
150,240,150,Pink
150,240,160,Pink
150,240,170,Pink
150,240,180,Pink
150,240,190,Pink
150,240,200,Pink
150,240,210,White
150,240,220,White
150,240,230,White
150,240,240,White
150,240,250,White
150,250,0,Yellow
150,250,10,Yellow
150,250,20,Yellow
150,250,30,Yellow
150,250,40,Yellow
150,250,50,Yellow
150,250,60,Yellow
150,250,70,Yellow
150,250,80,Yellow
150,250,90,Yellow
150,250,100,Yellow
150,250,110,Pink
150,250,120,Pink
150,250,130,Pink
150,250,140,Pink
150,250,150,Pink
150,250,160,Pink
150,250,170,Pink
150,250,180,Pink
150,250,190,Pink
150,250,200,White
150,250,210,White
150,250,220,White
150,250,230,White
150,250,240,White
150,250,250,White
160,0,0,Brown
160,0,10,Brown
160,0,20,Brown
160,0,30,Brown
160,0,40,Brown
160,0,50,Brown
160,0,60,Purple
160,0,70,Purple
160,0,80,Purple
160,0,90,Purple
160,0,100,Purple
160,0,110,Purple
160,0,120,Purple
160,0,130,Purple
160,0,140,Purple
160,0,150,Purple
160,0,160,Purple
160,0,170,Purple
160,0,180,Purple
160,0,190,Purple
160,0,200,Purple
160,0,210,Purple
160,0,220,Purple
160,0,230,Purple
160,0,240,Purple
160,0,250,Purple
160,10,0,Brown
160,10,10,Brown
160,10,20,Brown
160,10,30,Brown
160,10,40,Brown
160,10,50,Brown
160,10,60,Brown
160,10,70,Purple
160,10,80,Purple
160,10,90,Purple
160,10,100,Purple
160,10,110,Purple
160,10,120,Purple
160,10,130,Purple
160,10,140,Purple
160,10,150,Purple
160,10,160,Purple
160,10,170,Purple
160,10,180,Purple
160,10,190,Purple
160,10,200,Purple
160,10,210,Purple
160,10,220,Purple
160,10,230,Purple
160,10,240,Purple
160,10,250,Purple
160,20,0,Brown
160,20,10,Brown
160,20,20,Brown
160,20,30,Brown
160,20,40,Brown
160,20,50,Brown
160,20,60,Brown
160,20,70,Purple
160,20,80,Purple
160,20,90,Purple
160,20,100,Purple
160,20,110,Purple
160,20,120,Purple
160,20,130,Purple
160,20,140,Purple
160,20,150,Purple
160,20,160,Purple
160,20,170,Purple
160,20,180,Purple
160,20,190,Purple
160,20,200,Purple
160,20,210,Purple
160,20,220,Purple
160,20,230,Purple
160,20,240,Purple
160,20,250,Purple
160,30,0,Brown
